original_species,location_name,provenance_latitude,provenance_longitude,growth_site_lat,growth_site_lon,growing_conditions,reference,original_duration,original_recovery,original_term,HT_type,static_dynamic,duration_category,recovery_category,method,HT_standardized,full_ht_method,comments,Family,HT,Agriculture_sp,Notes_on_ag_status,updated_species,wcvp_authors
Polystichum aculeatum,Botanical garden gottingen,51.54847,9.935731,51.54847,9.935731,Common garden,"Kappen L. 1964. Untersuchungen fiber den Jahreslauf.  der Frost-, Hitze- und Austrocknungsresistenz von Sporophyten einheimischer Polypodiaceen (Filicinae) Flora, 155, 123-166",30,14400,hitzresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"average of 10% damage and 90% damage temperature, assuming symmetric distribution; 6-14 days for recover, avg=10 days",Dryopteridaceae,48.5,N,NA,Polystichum aculeatum,(L.) Roth
Pteridium aquilinum,"Reinhauser Wald, 10km SE of Gottingen",51.46224,10.01888,51.46224,10.01888,in situ,"Kappen L. 1964. Untersuchungen fiber den Jahreslauf.  der Frost-, Hitze- und Austrocknungsresistenz von Sporophyten einheimischer Polypodiaceen (Filicinae) Flora, 155, 123-166",30,14400,hitzresistenz,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,"This is the mean of the 90% leaf death and 10% leaf death value, averaged across 4 months. Max=47.5, Min=45.8 average of 10% damage and 90% damage temperature, assuming symmetric distribution; 6-14 days for recover, avg=10 days",Dennstaedtiaceae,46.6,N,NA,Pteridium aquilinum,(L.) Kuhn
Eucalyptus camaldulensis,"Ilanot, Australia",32.3,34.90083,32.3,34.90083,common garden,"Karschon R, Pinchas L. 1971. Variations In Heat Resistance of Ecotypes. Aust. J. Bot.: 261-272",30,4320,R,T50,static,(25-60],(2880-inf],cell death,T50,(25-60]  (2880-inf]  T50  cell death,NA,Myrtaceae,50,N,NA,Eucalyptus camaldulensis,Dehnh.
Dipterocarpus oblongifolius,Malaysia,NA,NA,4.001236,100.9991,common garden,"Kitao M, Lei TT, Koike T, Matsumoto Y, Ang L-H, Tobita H, Maruyama Y. 2000. Temperature response and photoinhibition investigated by chlorophyll fluorescence measurements for four distinct species of dipterocarp trees. Physiologia Plantarum 109: 284-290",1,0,Tc,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Dipterocarpaceae,46.4,N,NA,Dipterocarpus oblongifolius,Blume
Shorea assamica,Malaysia,NA,NA,4.001236,100.9991,common garden,"Kitao M, Lei TT, Koike T, Matsumoto Y, Ang L-H, Tobita H, Maruyama Y. 2000. Temperature response and photoinhibition investigated by chlorophyll fluorescence measurements for four distinct species of dipterocarp trees. Physiologia Plantarum 109: 284-290",1,0,Tc,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Dipterocarpaceae,45.3,N,NA,Shorea assamica,Dyer
Shorea parvifolia,Malaysia,NA,NA,4.001236,100.9991,common garden,"Kitao M, Lei TT, Koike T, Matsumoto Y, Ang L-H, Tobita H, Maruyama Y. 2000. Temperature response and photoinhibition investigated by chlorophyll fluorescence measurements for four distinct species of dipterocarp trees. Physiologia Plantarum 109: 284-290",1,0,Tc,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Dipterocarpaceae,45.2,N,NA,Shorea parvifolia,Dyer
Shorea platyclados,Malaysia,NA,NA,4.001236,100.9991,common garden,"Kitao M, Lei TT, Koike T, Matsumoto Y, Ang L-H, Tobita H, Maruyama Y. 2000. Temperature response and photoinhibition investigated by chlorophyll fluorescence measurements for four distinct species of dipterocarp trees. Physiologia Plantarum 109: 284-290",1,0,Tc,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Dipterocarpaceae,45.7,N,NA,Shorea platyclados,Slooten ex Endert
Bauhinia brachycarpa,"Yunnan province, China",NA,NA,23.28,102.1,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Fabaceae,47.7,N,NA,Bauhinia brachycarpa,Wall. ex Benth.
Castanopsis rufescens,"Yunnan province, China",NA,NA,24.32,101.02,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Fagaceae,45.7,N,NA,Castanopsis rufescens,NA
Duabanga grandiflora,"Yunnan province, China",NA,NA,21.22,101.34,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Lythraceae,45.7,N,NA,Mucuna,(Roxb. ex DC.) Walp.
Lannea coromandelica,"Yunnan province, China",NA,NA,23.28,102.1,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Anacardiaceae,47.9,N,NA,Atrichum undulatum,(Houtt.) Merr.
Lithocarpus xylocarpus,"Yunnan province, China",NA,NA,24.32,101.02,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Fagaceae,45.2,N,NA,Axinaea,(Kurz) Markgr.
Machilus yunnanensis,"Yunnan province, China",NA,NA,24.32,101.02,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Lauraceae,45.6,N,NA,Flindersia,Lecomte
Parashorea chinensis,"Yunnan province, China",NA,NA,21.22,101.34,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Dipterocarpaceae,46.6,N,NA,Gillbeea,Wang Hsie
Pinus yunnanensis,"Yunnan province, China",NA,NA,27,100.13,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Pinaceae,43.7,N,NA,Luehea,Franch.
Polyalthia cerasoides,"Yunnan province, China",NA,NA,23.28,102.1,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Annonaceae,49.9,N,NA,Ocotea,(Roxb.) Bedd.
Pometia pinnata,"Yunnan province, China",NA,NA,21.22,101.34,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,Two different names used for this species in this paper,Sapindaceae,48.3,N,NA,Scaevola,J.R.Forst. & G.Forst.
Populus rotundifolia,"Yunnan province, China",NA,NA,27,100.13,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Salicaceae,41.1,N,NA,Triodia,Griff.
Quercus pannosa,"Yunnan province, China",NA,NA,27,100.13,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Fagaceae,41.5,N,NA,Vaccinium vitus,Hand.-Mazz.
Rhododendron decorum,"Yunnan province, China",NA,NA,27,100.13,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,Two different names used for this species in this paper,Ericaceae,41.9,N,NA,Alpinnia,Franch.
Schima noronhae,"Yunnan province, China",NA,NA,24.32,101.02,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Theaceae,43.7,N,NA,Alpinnia,Reinw. ex Blume
Semecarpus reticulata,"Yunnan province, China",NA,NA,21.22,101.34,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Anacardiaceae,49.2,N,NA,Blechnum,Lecomte
Woodfordia fructicosa,"Yunnan province, China",NA,NA,23.28,102.1,in situ,"Kitudom, N, Fauset, S, Zhou, Y, Fan, Z, Li, M, He, M, Zhang, S, Xu, K, Lin, H. 2022. Thermal safety margins of plant leaves across biomes under a heatwave. Science of the Total Environment 806:150416",NA,0,Tcrit,Tcrit,dynamic,NA,NA,fo-rise,Tcrit,NA  NA  Tcrit  fo-rise,NA,Lythraceae,48.2,N,NA,Blechnum,(L.) Kurz
Adenostoma fasciculatum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rosaceae,51.9,N,NA,Cecropia,Hook. & Arn.
Adenostoma fasciculatum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rosaceae,46.2,N,NA,Cecropia,Hook. & Arn.
Adenostoma fasciculatum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rosaceae,64.1,N,NA,Pittosporum,Hook. & Arn.
Artemisia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,46.6,N,NA,Pittosporum,Less.
Artemisia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,49.7,N,NA,Rhus,Less.
Artemisia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,53,N,NA,Rhus,Less.
Atriplex hymenelytra,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Amaranthaceae,52.6,N,NA,Zingiber,(Torr.) S.Watson
Atriplex hymenelytra,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Amaranthaceae,55.7,N,NA,Zingiber,(Torr.) S.Watson
Atriplex hymenelytra,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Amaranthaceae,59.7,N,NA,Fontinalis antipyretica,(Torr.) S.Watson
Atriplex leucophylla,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Amaranthaceae,53.3,N,NA,Atriplex leucophylla,(Moq.) D.Dietr.
Atriplex leucophylla,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Amaranthaceae,48.7,N,NA,Atriplex leucophylla,(Moq.) D.Dietr.
Atriplex leucophylla,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Amaranthaceae,47.3,N,NA,Atriplex leucophylla,(Moq.) D.Dietr.
Baccharis pilularis,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,49.2,N,NA,Baccharis pilularis,DC.
Baccharis pilularis,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,51.1,N,NA,Baccharis pilularis,DC.
Baccharis pilularis,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,54.3,N,NA,Baccharis pilularis,DC.
Ceanothus cuneatus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rhamnaceae,57.8,N,NA,Ceanothus cuneatus,(Hook.) Nutt.
Ceanothus cuneatus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rhamnaceae,47.9,N,NA,Ceanothus cuneatus,(Hook.) Nutt.
Ceanothus cuneatus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rhamnaceae,43.2,N,NA,Ceanothus cuneatus,(Hook.) Nutt.
Ceanothus oliganthus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rhamnaceae,47.1,N,NA,Ceanothus oliganthus,Nutt.
Ceanothus oliganthus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rhamnaceae,54.8,N,NA,Ceanothus oliganthus,Nutt.
Ceanothus oliganthus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rhamnaceae,51,N,NA,Ceanothus oliganthus,Nutt.
Cercocarpus montanus var. glaber,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rosaceae,52.4,N,NA,Cercocarpus montanus var. glaber,(S.Watson) F.L.Martin
Cercocarpus montanus var. glaber,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rosaceae,47,N,NA,Cercocarpus montanus var. glaber,(S.Watson) F.L.Martin
Cercocarpus montanus var. glaber,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rosaceae,57.1,N,NA,Cercocarpus montanus var. glaber,(S.Watson) F.L.Martin
Dirca occidentalis,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Thymelaeaceae,51.5,N,NA,Dirca occidentalis,A.Gray
Dirca occidentalis,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Thymelaeaceae,56,N,NA,Dirca occidentalis,A.Gray
Dirca occidentalis,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Thymelaeaceae,47.9,N,NA,Dirca occidentalis,A.Gray
Encelia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,52,N,NA,Encelia californica,Nutt.
Encelia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,50.1,N,NA,Encelia californica,Nutt.
Encelia californica,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,54.8,N,NA,Encelia californica,Nutt.
Encelia farinosa,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,49.8,N,NA,Encelia farinosa,A.Gray ex Torr.
Encelia farinosa,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,52.7,N,NA,Encelia farinosa,A.Gray ex Torr.
Encelia farinosa,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,55.8,N,NA,Encelia farinosa,A.Gray ex Torr.
